sender_balance_change,receiver_balance_change,sender_balance_change_abs,receiver_balance_change_abs,sender_balance_change_ratio,receiver_balance_change_ratio,amount_ratio_sender_balance,amount_ratio_receiver_balance,sender_depletes_account,receiver_had_zero_balance,is_high_value_transaction,current_to_savings_transfer,cashout_with_unusual_login,high_fraud_branch_high_amount,flagged_and_unusual,suspicion_score,risk_exposure_sender,total_money_flow
0.03039182991695044,0.014267233797554901,0.03039182991695044,0.014267233797554901,0.043905791384419274,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04465906371450534
0.025386179714982693,0.014267233797554901,0.025386179714982693,0.014267233797554901,0.04453131413448386,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.039653413512537594
0.028484403911849365,0.014267233797554901,0.028484403911849365,0.014267233797554901,0.04703040145056168,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04275163770940427
0.02888775727963233,-0.06756086927427352,0.02888775727963233,0.06756086927427352,0.04182379893726929,-0.12089626879588984,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.09644862655390585
-0.021907690997697404,-0.028204235990426096,0.021907690997697404,0.028204235990426096,-0.03487294294938279,-0.05303487428952687,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0501119269881235
0.0267307310331244,-0.02342660364868754,0.0267307310331244,0.02342660364868754,0.03907187713997358,-0.03885217427364619,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.05015733468181194
0.007525039765347075,0.014267233797554901,0.007525039765347075,0.014267233797554901,0.025539199885904633,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.021792273562901976
-0.03086226552833682,2.470179514210599,0.03086226552833682,2.470179514210599,-0.04891385565979408,3.9983909639232627,0.0,0.0,0,0,1,0,0,0,0,0,0.0,2.5010417797389355
0.030433118185425823,0.014267233797554901,0.030433118185425823,0.014267233797554901,0.0439628165313917,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.044700351982980724
-0.0273045761067236,0.014267233797554901,0.0273045761067236,0.014267233797554901,-3.527552724137515,0.022269536103097405,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.0415718099042785
-0.014317007182743535,0.014267233797554901,0.014317007182743535,0.014267233797554901,-0.022719388698322563,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.028584240980298437
0.015593465679720198,0.014267233797554901,0.015593465679720198,0.014267233797554901,0.02301934102234338,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0298606994772751
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
0.031553799758329504,0.014267233797554901,0.031553799758329504,0.014267233797554901,0.04550804804835511,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.045821033555884405
0.004219224250542553,0.014267233797554901,0.004219224250542553,0.014267233797554901,0.003915845758210423,0.022269536103097405,-0.644243720424804,0.0,0,0,0,0,0,0,0,0,-0.0025227590398791706,0.018486458048097454
-0.022735733968834992,0.014267233797554901,0.022735733968834992,0.014267233797554901,-0.021428390502593098,0.022269536103097405,-0.6092354122893517,0.0,0,0,0,0,0,0,0,0,-0.013054934322544535,0.037002967766389894
0.00404474170451552,0.014267233797554901,0.00404474170451552,0.014267233797554901,0.0059204331503511926,0.022269536103097405,-1.0084433227054777,0.0,0,0,0,0,0,0,0,0,-0.005970421277995816,0.01831197550207042
0.03129427349934122,0.014267233797554901,0.03129427349934122,0.014267233797554901,0.04515064956409552,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04556150729689612
-0.002034763275665652,-0.6841382008975531,0.002034763275665652,0.6841382008975531,-0.004048870995496255,-5.494052125005998,0.0,-5.328332235291303,0,0,0,0,0,0,0,0,0.0,0.6861729641732187
-0.12529685216850828,-1.0300658763531994,0.12529685216850828,1.0300658763531994,-0.23353760759405723,-2.4931377784901416,0.0,1.0110053215528045,0,0,0,0,0,0,0,0,0.0,1.1553627285217076
0.027159548327733485,0.014267233797554901,0.027159548327733485,0.014267233797554901,0.03942032567634169,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.041426782125288386
0.03304607574751173,0.014267233797554901,0.03304607574751173,0.014267233797554901,0.04755790839380661,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04731330954506663
-0.004199372137563218,0.014267233797554901,0.004199372137563218,0.014267233797554901,-0.02080982315471238,0.022269536103097405,-3.312384713033633,0.0,0,0,0,0,0,0,0,0,-0.06893014009860261,0.01846660593511812
-0.048879597294341326,0.014267233797554901,0.048879597294341326,0.014267233797554901,-0.08125472676862204,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.06314683109189623
0.021591412441141267,0.009779628651206407,0.021591412441141267,0.009779628651206407,0.03159387199946444,0.0254472040160768,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03137104109234767
0.029589657843714146,0.014267233797554901,0.029589657843714146,0.014267233797554901,0.042796522667186296,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04385689164126905
0.01661820030286132,0.014267233797554901,0.01661820030286132,0.014267233797554901,0.029734525520458077,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03088543410041622
-0.08734774291443759,-0.07966449549007082,0.08734774291443759,0.07966449549007082,-0.1520503480438166,-0.14571092288430998,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.1670122384045084
0.010943462407719373,0.014267233797554901,0.010943462407719373,0.014267233797554901,0.021640104785096693,0.022269536103097405,-1.3820697198383318,0.0,0,0,0,0,0,0,0,0,-0.02990813355761073,0.025210696205274274
0.021875388938932427,0.014267233797554901,0.021875388938932427,0.014267233797554901,0.04846115210479853,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03614262273648733
-0.022591330286894307,0.014267233797554901,0.022591330286894307,0.014267233797554901,-0.054273745373208414,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03685856408444921
0.014064730862152985,0.014267233797554901,0.014064730862152985,0.014267233797554901,0.029905597753589284,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.028331964659707887
0.02344950248901556,0.014267233797554901,0.02344950248901556,0.014267233797554901,0.03421970377090816,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03771673628657046
-0.33693804099835123,0.0453173756140558,0.33693804099835123,0.0453173756140558,-1.476375618321836,0.07094419585418194,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.38225541661240703
0.0003081521414860511,-0.022974131640620343,0.0003081521414860511,0.022974131640620343,0.0004781653966691132,-0.03807319537706513,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.023282283782106394
0.01524570049267604,-0.2728445248298288,0.01524570049267604,0.2728445248298288,0.0225175240761467,-1.7308043315831545,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.28809022532250483
0.006204731630672811,-0.024765774833854115,0.006204731630672811,0.024765774833854115,0.009780988398229034,-0.04116456635676258,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.030970506464526926
-0.0030537685046152507,-0.03184112341161449,0.0030537685046152507,0.03184112341161449,-0.0016509315760519783,-0.05355471627116872,-0.34211998354735695,0.0,0,0,0,0,0,0,0,0,-0.0005648166836367149,0.03489489191622974
-0.0030537685046152507,0.014267233797554901,0.0030537685046152507,0.014267233797554901,-0.0016509315760519783,0.022269536103097405,-0.3763476128546124,0.0,0,0,0,0,0,0,0,0,-0.000621324157633465,0.017321002302170152
0.03214363216512084,-0.9093011140237184,0.03214363216512084,0.9093011140237184,0.04631932316590597,-3.2141357958720596,0.0,-2.3775876429641882,0,0,0,0,0,0,0,0,0.0,0.9414447461888392
0.020116949390644123,0.014267233797554901,0.020116949390644123,0.014267233797554901,0.029499994660536037,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.034384183188199025
0.00256289424150119,0.014267233797554901,0.00256289424150119,0.014267233797554901,0.005698125606675736,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.01683012803905609
-0.005197985856434495,0.014267233797554901,0.005197985856434495,0.014267233797554901,-0.00833053567473054,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.019465219653989396
0.004840290054746843,-0.0837572275404515,0.004840290054746843,0.0837572275404515,0.007260573556746736,-0.18688671188416234,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.08859751759519835
-0.01866679795190873,0.014267233797554901,0.01866679795190873,0.014267233797554901,-0.03196062082501201,0.022269536103097405,-1.1088980864675753,0.0,0,0,0,0,0,0,0,0,-0.03544107127517156,0.03293403174946363
-0.7753214282817055,-0.7804998483724631,0.7753214282817055,0.7804998483724631,-2.9692500967692066,-5.064707581863955,2.646511738622312,4.484255869504507,1,0,0,0,0,0,0,1,7.858155236005141,1.5558212766541686
-0.11560968065232902,2.128979130449868,0.11560968065232902,2.128979130449868,-0.21166026728233153,7.6971545583345895,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.244588811102197
0.014987594161040674,0.014267233797554901,0.014987594161040674,0.014267233797554901,0.024022318510549572,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.029254827958595575
0.012441159993107465,0.014267233797554901,0.012441159993107465,0.014267233797554901,0.019391249140487347,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.026708393790662366
0.007310212847684627,0.014267233797554901,0.007310212847684627,0.014267233797554901,0.011603805845410192,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02157744664523953
0.03172485115629897,0.014267233797554901,0.03172485115629897,0.014267233797554901,0.04574345989595778,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04599208495385387
-0.04398351895213226,0.014267233797554901,0.04398351895213226,0.014267233797554901,-0.07894605097933381,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.05825075274968716
-0.02808055691466782,-0.10254817109741349,0.02808055691466782,0.10254817109741349,-0.044309752316393954,-0.2388283763550806,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.1306287280120813
0.03304607574751173,-0.24466721682041054,0.03304607574751173,0.24466721682041054,0.04755790839380661,-0.8311429038967758,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.27771329256792227
0.03304607574751173,-0.07576009993658783,0.03304607574751173,0.07576009993658783,0.04755790839380661,-0.1375870011805496,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.10880617568409956
0.03304607574751173,0.7259205330002589,0.03304607574751173,0.7259205330002589,0.04755790839380661,2.7706807505459805,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.7589666087477707
0.03304607574751173,-1.2799447271016546,0.03304607574751173,1.2799447271016546,0.04755790839380661,-1.9584481234975664,0.0,2.4442367006644092,0,0,0,0,0,0,0,0,0.0,1.3129908028491664
0.03304607574751173,1.2213385271061212,0.03304607574751173,1.2213385271061212,0.04755790839380661,1.9354142788039759,0.0,0.9149915166990332,0,0,0,0,0,0,0,0,0.0,1.254384602853633
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,1.120141585273466,0,0,1,1,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,2.3871144110522,0.03304607574751173,2.3871144110522,0.04755790839380661,4.4641633199964845,0.0,0.0,0,0,1,1,0,1,0,1,0.0,2.4201604867997117
0.03304607574751173,-2.099527125698625,0.03304607574751173,2.099527125698625,0.04755790839380661,-1.425212310855583,0.0,1.4678914324940309,0,0,1,0,0,0,0,0,0.0,2.132573201446137
0.03304607574751173,-0.7353572619708031,0.03304607574751173,0.7353572619708031,0.04755790839380661,-4.229567008759124,0.0,4.608755212353152,0,0,0,0,0,0,0,0,0.0,0.7684033377183148
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,1.120141585273466,0,0,1,0,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,1.120141585273466,0,0,1,0,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,0.7620337173513023,0.03304607574751173,0.7620337173513023,0.04755790839380661,0.6988875464640646,0.0,1.9832112377291817,0,0,1,0,0,0,0,0,0.0,0.795079793098814
0.03304607574751173,-1.2737372840148202,0.03304607574751173,1.2737372840148202,0.04755790839380661,-1.7883511732651232,0.0,3.0360491866173205,0,0,1,0,0,0,0,0,0.0,1.306783359762332
0.03304607574751173,0.0563471712385466,0.03304607574751173,0.0563471712385466,0.04755790839380661,0.031373022947457654,0.0,1.2039823198759205,0,0,1,0,0,1,0,1,0.0,0.08939324698605833
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,1.120141585273466,0,0,1,1,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,-2.4919656205993066,0.03304607574751173,2.4919656205993066,0.04755790839380661,-1.2908598901710409,0.0,1.120141585273466,0,0,1,0,0,0,0,0,0.0,2.5250116963468185
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,1.120141585273466,0,0,1,0,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,-0.13262196527296694,0.03304607574751173,0.13262196527296694,0.04755790839380661,-0.2685893322467427,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.16566804102047866
0.015565897182683752,0.014267233797554901,0.015565897182683752,0.014267233797554901,0.025781088341883616,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.029833130980238654
0.01085068227995123,0.014267233797554901,0.01085068227995123,0.014267233797554901,0.01613090150315984,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02511791607750613
0.027115313161445775,0.014267233797554901,0.027115313161445775,0.014267233797554901,0.04693943582066588,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04138254695900068
0.024007354984176194,0.014267233797554901,0.024007354984176194,0.014267233797554901,0.08815622465320429,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.038274588781731095
0.023366968047555725,0.014267233797554901,0.023366968047555725,0.014267233797554901,0.1140946402472225,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.037634201845110626
0.018591380881827102,0.014267233797554901,0.018591380881827102,0.014267233797554901,0.03646825563767518,0.022269536103097405,-1.397534583803233,0.0,0,0,0,0,0,0,0,0,-0.05096564846462829,0.032858614679382
0.008178784916609283,0.014267233797554901,0.008178784916609283,0.014267233797554901,0.015154030058172866,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.022446018714164184
0.03197258076715137,0.014267233797554901,0.03197258076715137,0.014267233797554901,0.04608419539460271,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04623981456470627
0.03304607574751173,-0.17454495640751483,0.03304607574751173,0.17454495640751483,0.04755790839380661,-0.38629021478021536,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.20759103215502656
0.03304607574751173,-0.18344509045544433,0.03304607574751173,0.18344509045544433,0.04755790839380661,-0.7044574972510557,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.21649116620295605
0.03304607574751173,2.246070858408481,0.03304607574751173,2.246070858408481,0.04755790839380661,5.7052525908413365,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.2791169341559927
0.03304607574751173,-0.13488220592274935,0.03304607574751173,0.13488220592274935,0.04755790839380661,-0.300782621050029,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.16792828167026108
0.03304607574751173,-0.05242656729259382,0.03304607574751173,0.05242656729259382,0.04755790839380661,-0.26381109219728266,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.08547264304010554
0.03304607574751173,-0.7498306642614978,0.03304607574751173,0.7498306642614978,0.04755790839380661,-2.4393637746101806,0.0,3.5682033230517205,0,0,0,0,0,1,0,1,0.0,0.7828767400090095
0.03304607574751173,0.9249146273050075,0.03304607574751173,0.9249146273050075,0.04755790839380661,0.9972431841874223,0.0,1.5844703900985306,0,0,0,0,0,0,0,0,0.0,0.9579607030525192
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,0.08263421195150192,0,0,0,0,0,0,0,0,0.0,0.11112943279606902
0.03304607574751173,1.540754573059101,0.03304607574751173,1.540754573059101,0.04755790839380661,4.944154643081338,0.0,-1.9338642925592768,0,0,0,0,0,0,0,0,0.0,1.5738006488066127
0.00960165693004189,0.014267233797554901,0.00960165693004189,0.014267233797554901,0.021446653027720114,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.023868890727596792
-0.19225592461876334,0.6687023527369613,0.19225592461876334,0.6687023527369613,-0.40944043590844265,0.5649332783882877,0.0,1.8268385511775662,0,0,1,0,0,0,0,0,0.0,0.8609582773557247
-0.8191319889365716,0.21912185815151247,0.8191319889365716,0.21912185815151247,-5.206844009466069,0.3426000434849516,13.74537336809616,0.0,1,0,1,0,0,1,0,2,71.57001497954595,1.038253847088084
0.011576123259495086,0.014267233797554901,0.011576123259495086,0.014267233797554901,0.025685851788369178,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.025843357057049987
0.028587597512880758,0.014267233797554901,0.028587597512880758,0.014267233797554901,0.046725264290996826,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04285483131043566
0.025081741688783077,0.14198924012085312,0.025081741688783077,0.14198924012085312,0.08864548525873978,0.2379463739396473,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.1670709818096362
0.02475441231124359,0.014267233797554901,0.02475441231124359,0.014267233797554901,0.04776464910183438,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03902164610879849
-0.5783565021602529,2.2023124364670155,0.5783565021602529,2.2023124364670155,-6.92998065433679,6.293646261472503,0.0,0.0,1,0,1,0,0,1,0,2,0.0,2.7806689386272683
0.0213523069005791,0.014267233797554901,0.0213523069005791,0.014267233797554901,0.03403713134583463,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.035619540698134
0.029618261903463894,0.014267233797554901,0.029618261903463894,0.014267233797554901,0.13759979781641962,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.043885495701018795
0.014378088325507687,0.008967187985027048,0.014378088325507687,0.008967187985027048,0.02445769158651354,0.01493720283981027,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.023345276310534735
0.0024609527645692575,0.014267233797554901,0.0024609527645692575,0.014267233797554901,0.0038514538655614956,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.01672818656212416
0.0010023765355963166,0.014267233797554901,0.0010023765355963166,0.014267233797554901,0.002087072607784127,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.015269610333151218
-0.00064595205201462,0.014267233797554901,0.00064595205201462,0.014267233797554901,-0.0016333430193960134,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.014913185849569521
0.030338274320852288,0.014267233797554901,0.030338274320852288,0.014267233797554901,0.09161451860929751,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04460550811840719
-0.06996284224209748,0.014267233797554901,0.06996284224209748,0.014267233797554901,-0.21117699369111587,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.08423007603965238
0.0313355617678166,1.8659140943402883,0.0313355617678166,1.8659140943402883,0.04520752631586941,137.9300713483126,0.0,0.0,0,0,1,1,0,0,0,0,0.0,1.897249656108105
-0.10686217114340912,0.03329608250140326,0.10686217114340912,0.03329608250140326,-0.1925612831602868,0.0519876994273709,0.0,0.0,0,0,0,0,0,1,0,1,0.0,0.14015825364481238
-0.008675765187020623,0.014267233797554901,0.008675765187020623,0.014267233797554901,-0.01234061463282476,0.022269536103097405,-0.9484151144569679,0.0,0,0,0,0,0,0,0,0,-0.011704025439459828,0.022942998984575524
0.020898852092026243,0.014267233797554901,0.020898852092026243,0.014267233797554901,0.02527737347390995,0.022269536103097405,-0.8714094957492392,0.0,0,0,0,0,0,0,0,0,-0.022026943272765064,0.035166085889581145
-0.026160300283481486,0.014267233797554901,0.026160300283481486,0.014267233797554901,-0.03169651977552791,0.022269536103097405,-0.7723358604035616,0.0,0,0,0,0,0,0,0,0,-0.024480358872630857,0.04042753408103639
0.025309206664239414,0.014267233797554901,0.025309206664239414,0.014267233797554901,0.0441010684159829,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.039576440461794316
0.0255842252285422,0.014267233797554901,0.0255842252285422,0.014267233797554901,0.0466701898234822,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0398514590260971
-0.20045677745306895,0.20541470414002613,0.20045677745306895,0.20541470414002613,-0.4344939551781358,0.45680754672598123,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.40587148159309505
0.0180900638665389,0.014267233797554901,0.0180900638665389,0.014267233797554901,652.6194570393994,0.022269536103097405,-25442.429781384777,0.0,1,0,0,0,0,0,0,1,-16604224.709690379,0.0323572976640938
0.007387297119279906,0.014267233797554901,0.007387297119279906,0.014267233797554901,0.07071018362698978,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.021654530916834808
0.017916874513312253,0.011261674477715644,0.017916874513312253,0.011261674477715644,0.026358790071433345,0.019990259627371987,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.029178548991027897
-0.01869838155414638,0.014267233797554901,0.01869838155414638,0.014267233797554901,-0.040775158225552284,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03296561535170128
-0.026604532583367924,0.014267233797554901,0.026604532583367924,0.014267233797554901,-0.07916352676759766,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.040871766380922825
0.014024559232746259,0.014267233797554901,0.014024559232746259,0.014267233797554901,0.027435022552931548,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02829179303030116
-0.1327677284161689,-2.469678729026869,0.1327677284161689,2.469678729026869,-0.2509569018947317,-1.279315086274215,0.0,1.120141585273466,0,0,1,0,0,0,0,0,0.0,2.602446457443038
-0.0004160318777260974,-2.198194687720583,0.0004160318777260974,2.198194687720583,-0.0004990664757638523,-1.3901281500929337,-0.8192597677571655,-0.43189534508541855,0,0,0,0,0,0,0,0,-0.0004088650850296807,2.1986107195983093
0.019164281183181253,0.014267233797554901,0.019164281183181253,0.014267233797554901,0.037521449830157524,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.033431514980736154
0.02698772233581681,0.014267233797554901,0.02698772233581681,0.014267233797554901,0.1211206460732882,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04125495613337171
-0.43624245901765435,0.9953906455705669,0.43624245901765435,0.9953906455705669,-1.9339457055140827,1.1614887967803664,0.0,1.014513503318528,1,0,0,0,0,0,0,1,0.0,1.4316331045882214
0.03304607574751173,-0.07808335704855729,0.03304607574751173,0.07808335704855729,0.04755790839380661,-0.040447858859162814,0.0,0.06798318141303689,0,0,0,0,0,0,0,0,0.0,0.11112943279606902
