step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,acct_type_Current,acct_type_Savings,branch_fraud_rate,sender_balance_change,receiver_balance_change,sender_balance_change_abs,receiver_balance_change_abs,sender_balance_change_ratio,receiver_balance_change_ratio,amount_ratio_sender_balance,amount_ratio_receiver_balance,sender_depletes_account,receiver_had_zero_balance,is_high_value_transaction,current_to_savings_transfer,cashout_with_unusual_login,high_fraud_branch_high_amount,flagged_and_unusual,suspicion_score,risk_exposure_sender,total_money_flow
-1.2950640279228316,-0.6989165798455005,0.5057028380515055,0.5166463004592249,-0.6406614728628077,-0.6263942390652528,1.6329499892068329,0,False,False,False,True,False,False,True,0.0,0.010943462407719373,0.014267233797554901,0.010943462407719373,0.014267233797554901,0.021640104785096693,0.022269536103097405,-1.3820697198383318,0.0,0,0,0,0,0,0,0,0,-0.02990813355761073,0.025210696205274274
-1.2950640279228316,-0.7063136251710368,-0.4514005134767005,-0.4295251245377681,-0.6406614728628077,-0.6263942390652528,-1.4656887925640063,0,False,False,False,True,False,False,True,0.0109289617486338,0.021875388938932427,0.014267233797554901,0.021875388938932427,0.014267233797554901,0.04846115210479853,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03614262273648733
-1.2950640279228316,-0.6283133318735897,-0.4162478586464685,-0.4388391889333628,-0.6406614728628077,-0.6263942390652528,-0.9492489956022,0,False,False,False,True,False,False,True,0.0025706940874035,-0.022591330286894307,0.014267233797554901,0.022591330286894307,0.014267233797554901,-0.054273745373208414,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03685856408444921
-1.2950640279228316,-0.6923012865029017,-0.4703042882149209,-0.4562395573527679,-0.6406614728628077,-0.6263942390652528,0.0836305983214131,0,False,False,False,True,False,False,True,0.0078064012490242,0.014064730862152985,0.014267233797554901,0.014064730862152985,0.014267233797554901,0.029905597753589284,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.028331964659707887
-1.2950640279228316,-0.6997244694327308,-0.6852631644454239,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-1.4656887925640063,0,False,False,False,True,False,False,True,0.0078064012490242,0.02344950248901556,0.014267233797554901,0.02344950248901556,0.014267233797554901,0.03421970377090816,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.03771673628657046
-1.2950640279228316,-0.0761580941603299,-0.2282197273949694,-0.5651577683933207,-0.6387749565065921,-0.5934575808925363,-1.4656887925640063,0,False,False,False,False,True,False,True,0.0078064012490242,-0.33693804099835123,0.0453173756140558,0.33693804099835123,0.0453173756140558,-1.476375618321836,0.07094419585418194,0.0,0.0,1,0,0,0,0,0,0,1,0.0,0.38225541661240703
-1.2950640279228316,-0.6658727593102006,-0.6444467618954588,-0.6441386097539727,-0.6034201074246325,-0.6263942390652528,1.460803390219564,0,False,False,True,False,False,False,True,0.0,0.0003081521414860511,-0.022974131640620343,0.0003081521414860511,0.022974131640620343,0.0004781653966691132,-0.03807319537706513,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.023282283782106394
-1.2950640279228316,0.1338674741580276,-0.6770593624490844,-0.6618136619564083,-0.1576403063154691,-0.4304848311452979,0.6000703952832197,0,False,True,False,False,False,False,True,0.0,0.01524570049267604,-0.2728445248298288,0.01524570049267604,0.2728445248298288,0.0225175240761467,-1.7308043315831545,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.28809022532250483
-1.2950640279228316,-0.6763991887133322,-0.6343665260633937,-0.6281617944327209,-0.6016284642313987,-0.6263942390652528,0.7722169942704886,0,False,False,True,False,False,True,False,0.0,0.006204731630672811,-0.024765774833854115,0.006204731630672811,0.024765774833854115,0.009780988398229034,-0.04116456635676258,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.030970506464526926
-1.2950640279228316,-0.6328276990466339,1.849724451786736,1.8466706832821207,-0.5945531156536383,-0.6263942390652528,0.255777197308682,0,False,False,True,False,False,False,True,0.0222222222222222,-0.0030537685046152507,-0.03184112341161449,0.0030537685046152507,0.03184112341161449,-0.0016509315760519783,-0.05355471627116872,-0.34211998354735695,0.0,0,0,0,0,0,0,0,0,-0.0005648166836367149,0.03489489191622974
-1.2950640279228316,-0.6961393819063794,1.849724451786736,1.8466706832821207,-0.6406614728628077,-0.6263942390652528,0.4279237962959509,0,False,False,False,True,False,False,True,0.0,-0.0030537685046152507,0.014267233797554901,0.0030537685046152507,0.014267233797554901,-0.0016509315760519783,0.022269536103097405,-0.3763476128546124,0.0,0,0,0,0,0,0,0,0,-0.000621324157633465,0.017321002302170152
-1.2950640279228316,-0.6726358902486211,-0.6939572941215292,-0.6618136619564083,0.2829068749584655,-0.6263942390652528,0.9443635932577574,0,False,False,True,False,False,True,False,0.0040871934604904,0.03214363216512084,-0.9093011140237184,0.03214363216512084,0.9093011140237184,0.04631932316590597,-3.2141357958720596,0.0,-2.3775876429641882,0,0,0,0,0,0,0,0,0.0,0.9414447461888392
-1.2950640279228316,-0.6564544403562548,-0.6819306113470525,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,-0.7771023966149311,0,False,False,False,True,False,False,True,0.0040871934604904,0.020116949390644123,0.014267233797554901,0.020116949390644123,0.014267233797554901,0.029499994660536037,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.034384183188199025
-1.2950640279228316,-0.6722675876426779,-0.4497784743580241,-0.4472155801165229,-0.6406614728628077,-0.6263942390652528,0.4279237962959509,0,False,False,False,True,False,True,False,0.0,0.00256289424150119,0.014267233797554901,0.00256289424150119,0.014267233797554901,0.005698125606675736,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.01683012803905609
-1.2950640279228316,-0.6564145624303378,-0.6239677807316614,-0.6291657665880959,-0.6406614728628077,-0.6263942390652528,-1.4656887925640063,0,False,False,False,True,False,True,False,0.002710027100271,-0.005197985856434495,0.014267233797554901,0.005197985856434495,0.014267233797554901,-0.00833053567473054,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.019465219653989396
-1.2950640279228316,-0.6697930900220459,-0.6666539520111552,-0.6618136619564083,-0.4481711231082886,-0.5319283506487401,0.4279237962959509,0,False,False,True,False,False,True,False,0.002710027100271,0.004840290054746843,-0.0837572275404515,0.004840290054746843,0.0837572275404515,0.007260573556746736,-0.18688671188416234,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.08859751759519835
-1.2950640279228316,-0.6476587749243342,0.5840561749696754,0.5653893770177667,-0.6406614728628077,-0.6263942390652528,-1.1213955945894687,0,False,False,False,True,False,False,True,0.0040871934604904,-0.01866679795190873,0.014267233797554901,0.01866679795190873,0.014267233797554901,-0.03196062082501201,0.022269536103097405,-1.1088980864675753,0.0,0,0,0,0,0,0,0,0,-0.03544107127517156,0.03293403174946363
-1.2950640279228316,0.6910489835078517,0.2611169159608331,-0.5142045123208724,0.1541056093072103,-0.6263942390652528,-0.4328091986403933,0,False,True,False,False,False,False,True,0.002710027100271,-0.7753214282817055,-0.7804998483724631,0.7753214282817055,0.7804998483724631,-2.9692500967692066,-5.064707581863955,2.646511738622312,4.484255869504507,1,0,0,0,0,0,0,1,7.858155236005141,1.5558212766541686
-1.2950640279228316,0.2507430631366575,-0.5462039813040793,-0.6618136619564083,-0.276593007855649,1.852386122594219,-0.0885160006658556,0,False,True,False,False,False,False,True,0.0,-0.11560968065232902,2.128979130449868,0.11560968065232902,2.128979130449868,-0.21166026728233153,7.6971545583345895,0.0,0.0,0,0,0,0,0,0,0,0,0.0,2.244588811102197
-1.2950640279228316,-0.6920216244680383,-0.6239028991669142,-0.6089153050058735,-0.6406614728628077,-0.6263942390652528,0.4279237962959509,0,False,False,False,True,False,False,True,0.0040871934604904,0.014987594161040674,0.014267233797554901,0.014987594161040674,0.014267233797554901,0.024022318510549572,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.029254827958595575
-1.2950640279228316,-0.6873102438112538,-0.6415863106554833,-0.6291451506623759,-0.6406614728628077,-0.6263942390652528,-0.2606625996531245,0,False,False,False,True,False,False,True,0.0064935064935064,0.012441159993107465,0.014267233797554901,0.012441159993107465,0.014267233797554901,0.019391249140487347,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.026708393790662366
-1.2950640279228316,-0.6784036226994503,-0.6299840712809336,-0.622673858433249,-0.6406614728628077,-0.6263942390652528,1.288656791232295,0,False,False,False,True,False,False,True,0.0054054054054054,0.007310212847684627,0.014267233797554901,0.007310212847684627,0.014267233797554901,0.011603805845410192,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.02157744664523953
-1.2950640279228316,-0.7009703963409147,-0.6935385131127073,-0.6618136619564083,-0.6406614728628077,-0.6263942390652528,0.7722169942704886,0,False,False,False,True,False,True,False,0.0172413793103448,0.03172485115629897,0.014267233797554901,0.03172485115629897,0.014267233797554901,0.04574345989595778,0.022269536103097405,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.04599208495385387
